"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720724,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,16.01,22.48,20170501,-4,-4,-4,128,"en",1.565052524,125231.12481,0.385208,"-4","-4",840025,4,1,1,1,2,2,2,1,2,2,7,7,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,-2,-2,-2,-2,-2,2,1,2,-4,2,-4,2,5,2,3,3,4,2,3,2,3,2,2,1,4,4,4,4,1,3,4,2,3,0,2,3,1,1,2,2,2,4,6,4,6,2,2,3,3,3,4,4,4,3,-4,4,4,3,2,4,2,5,4,4,4,1,840002,-4,7,4,5,7,3,10,10,5,2,10,7,3,1,2,2,2,1,1,2,2,3,2,2,1,-4,1,1,1,1,1,10,4,6,4,4,5,7,7,8,6,6,6,5,4,1,3,5,2,2,3,3,2,2,2,2,2,1999,18,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,4,3,2,-3,-3,3,2,3,2,2,-3,1,-4,4,7,-4,-3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720725,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,48,20.31,21.2,20170514,-4,-4,-4,128,"en",1.205920809,125231.12481,0.385208,"-4","-4",840042,3,1,1,2,3,2,1,3,3,4,5,6,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,2,2,-4,1,-4,1,3,3,2,2,2,3,4,3,3,2,2,1,4,4,1,4,2,1,1,2,2,1,3,1,1,1,3,3,3,3,7,1,5,5,2,1,2,3,3,3,3,2,-4,2,3,2,2,4,2,4,2,2,2,2,5,-4,8,2,8,8,2,7,10,6,7,5,4,2,2,2,3,1,2,4,3,1,3,0,7,3,-4,1,1,1,1,1,10,1,8,1,1,8,3,5,5,4,1,4,1,6,1,1,2,2,2,3,3,3,2,3,4,2,1986,31,2,2,1,840,"US",1,840,"US",1,840,"US",3,1,3,5,4,2,-3,-3,5,3,6,3,5,-3,2,-4,-3,6,-4,-3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720726,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,65,12.49,13.55,20170501,-4,-4,-4,128,"en",0.671807462,125231.12481,0.385208,"-4","-4",840012,3,1,1,2,1,2,1,4,2,2,8,8,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,-4,1,-4,1,4,2,2,2,4,2,2,2,3,2,2,1,4,4,2,3,1,2,2,3,2,1,3,1,2,1,2,2,1,6,1,1,6,1,3,1,2,2,1,3,1,2,-4,3,3,2,2,2,3,1,4,2,4,1,840002,-4,10,1,10,10,1,10,10,6,9,10,8,1,1,2,4,3,3,4,3,2,3,0,8,8,-4,3,1,1,1,1,1,10,4,1,1,10,4,10,7,8,2,10,1,9,1,1,3,2,2,2,2,2,2,4,4,1,1972,45,4,2,1,840,"US",1,840,"US",1,840,"US",3,1,1,2,6,3,-3,-3,6,3,6,3,1,-3,2,-4,1,1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720727,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,137,7.56,10.14,20170429,-4,-4,-4,128,"en",0.677302611,125231.12481,0.385208,"-4","-4",840049,3,1,1,2,2,1,2,1,3,2,7,4,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,-4,1,-4,4,4,2,1,2,3,1,2,2,2,2,2,3,3,3,3,3,1,2,4,2,3,1,3,3,1,1,1,3,1,8,5,1,3,3,2,2,4,3,2,3,4,4,-4,2,3,4,4,3,4,1,4,4,4,2,840001,-4,1,1,10,3,1,10,10,1,8,10,8,1,1,2,1,1,1,4,3,1,1,9,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,2,1,5,1,1,1,-2,5,1,2,2,3,4,2,2,3,4,4,4,1,1955,62,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,5,5,4,2,5,3,3,2,3,2,4,4,2,-4,-3,6,-4,-3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720728,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,23,13.42,14.06,20170428,-4,-4,-4,128,"en",0.380407877,125231.12481,0.385208,"-4","-4",840043,3,2,1,1,1,1,1,1,1,1,10,10,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,-4,1,-4,3,1,1,1,1,2,1,1,1,4,1,1,1,2,2,3,2,1,2,2,3,2,1,3,1,1,1,1,1,1,7,1,10,10,1,1,1,1,1,1,1,1,1,-4,1,1,1,1,1,1,9,1,1,1,1,840002,-4,4,5,6,10,10,10,5,7,6,6,7,1,1,1,1,1,1,1,1,1,1,2,1,3,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,5,1,1,1,1,1,2,2,4,1,1991,26,2,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,2,7,3,-3,-3,5,3,4,2,1,-3,1,-4,6,6,-4,-3,10,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720729,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,120,14.13,16.13,20170501,-4,-4,-4,128,"en",1.215715948,125231.12481,0.385208,"-4","-4",840017,4,1,1,1,2,2,2,1,2,2,8,8,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,3,-4,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,1,1,3,1,0,3,1,3,2,1,1,2,7,4,4,5,5,1,1,3,2,2,2,2,2,-4,2,2,2,3,2,2,5,2,2,2,2,840001,-4,5,5,5,5,5,8,9,4,8,5,6,2,2,2,3,2,2,3,2,3,3,0,1,1,-4,1,1,1,1,1,10,6,4,1,1,3,1,1,5,4,3,3,1,4,1,2,3,2,3,2,2,2,2,2,2,2,1980,37,3,2,1,840,"US",1,840,"US",-1,840,"US",1,3,1,3,3,2,3,2,-1,-1,-1,-1,2,1,2,-4,3,-2,-4,5,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720730,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,34,9.36,10.11,20170504,-4,-4,-4,128,"en",1.082994342,125231.12481,0.385208,"-4","-4",840036,3,1,1,2,3,3,2,4,1,4,8,8,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,-4,1,-4,2,3,3,2,2,3,2,3,2,3,3,3,2,3,3,3,3,1,3,1,4,2,1,2,2,2,2,3,2,3,5,5,4,7,3,3,2,3,2,2,3,2,2,-4,3,4,3,2,2,2,6,3,2,3,2,840002,-4,6,2,9,7,4,8,8,3,6,8,8,1,1,2,2,2,2,2,2,2,4,0,8,8,-4,2,0,0,0,0,1,3,3,2,2,10,5,7,10,5,3,10,1,3,1,1,4,3,2,3,2,2,2,3,3,1,1996,21,1,1,1,840,"US",0,704,"VN",0,704,"VN",6,1,0,2,5,3,-3,-3,2,1,2,1,6,-3,2,-4,-3,6,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720731,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,11.18,11.55,20170514,-4,-4,-4,128,"en",1.000187789,125231.12481,0.385208,"-4","-4",840047,4,1,1,2,1,3,2,4,2,1,9,7,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,3,-4,1,-4,3,3,4,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,4,3,2,1,3,1,3,1,2,2,2,6,10,1,6,1,4,1,3,3,3,3,2,3,-4,3,3,3,3,3,3,5,3,-2,4,1,840002,-4,10,1,10,6,1,10,10,1,1,10,7,2,1,1,4,3,4,1,1,4,4,0,8,8,-4,2,1,0,0,0,1,1,1,1,1,5,3,8,7,9,1,10,1,7,1,2,2,3,4,2,2,2,2,4,4,1,1967,50,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,3,3,2,4,2,3,2,3,2,1,1,2,-4,6,7,-4,7,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720732,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,15.18,15.47,20170501,-4,-4,-4,128,"en",1.154411727,125231.12481,0.385208,"-4","-4",840009,-5,1,1,1,2,2,1,2,2,3,5,5,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,2,-4,4,5,4,2,4,2,1,2,2,3,2,3,1,3,3,3,3,2,1,1,4,2,1,2,1,1,2,1,3,3,6,9,8,6,2,2,2,4,4,1,4,3,3,-4,2,3,3,4,2,4,3,2,2,4,1,840001,-4,5,1,10,5,1,8,10,1,5,10,8,3,3,1,4,4,4,4,1,2,4,4,4,7,-4,2,1,0,0,0,5,1,1,1,1,5,5,5,7,8,5,5,1,5,0,1,3,2,3,3,3,2,2,3,2,1,1956,61,5,3,2,826,"GB",-1,826,"GB",-1,826,"GB",1,1,2,2,4,2,4,2,4,2,4,2,1,5,2,-4,2,4,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720733,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,17.4,18,20170504,-4,-4,-4,128,"en",0.834534321,125231.12481,0.385208,"-4","-4",840005,3,2,1,2,1,1,1,3,2,1,8,8,1,0,0,1,1,1,1,0,0,0,0,0,1,0,-2,1,1,0,0,0,1,0,0,1,0,1,0,2,1,2,-4,2,-4,1,5,1,3,1,2,2,3,1,4,2,2,1,4,4,4,4,3,1,1,4,2,0,3,1,3,1,2,3,3,1,9,1,8,2,4,4,4,3,4,4,3,4,-4,4,4,4,2,4,3,1,4,1,4,2,840002,-4,5,1,8,6,1,10,10,1,1,6,1,2,1,3,3,2,3,3,4,2,4,0,8,8,-4,2,0,0,0,0,1,3,3,1,1,9,7,10,10,10,9,7,1,1,1,4,3,4,1,3,3,4,4,4,4,2,1992,25,2,1,1,840,"US",1,840,"US",0,704,"VN",6,2,0,4,4,2,-3,-3,6,3,4,2,2,-3,2,-4,11,8,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720734,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170519,-4,-4,-4,128,"en",1.378725566,125231.12481,0.385208,"-4","-4",840043,3,1,1,3,3,4,1,1,3,4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,-4,1,-4,2,3,5,1,1,3,4,4,3,4,4,4,1,4,3,3,4,2,3,3,4,2,1,2,3,4,1,2,2,3,1,5,1,10,1,4,2,4,1,4,4,4,3,-4,4,4,4,1,1,4,1,2,4,4,3,840004,-4,5,5,10,5,5,5,5,5,5,1,7,1,1,4,3,1,1,4,4,1,2,0,8,7,-4,1,1,1,1,1,10,1,5,1,1,5,1,1,1,7,1,1,5,8,1,3,1,3,3,3,3,1,1,3,1,2,1993,24,1,1,1,840,"US",1,840,"US",1,840,"US",6,1,2,4,5,3,-3,-3,2,1,3,2,6,-3,1,-4,-3,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720735,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,56,22.21,23.17,20170502,-4,-4,-4,128,"en",2.01144869,125231.12481,0.385208,"-4","-4",840049,3,2,1,2,2,3,1,1,2,2,5,6,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,2,2,-4,3,-4,3,3,3,3,2,2,1,2,1,3,2,2,3,3,3,3,3,2,1,1,4,2,1,2,1,2,2,3,2,3,1,10,5,6,5,2,2,3,3,2,3,3,3,-4,3,3,3,3,2,3,6,2,2,2,2,840002,-4,4,5,9,5,6,5,10,5,6,10,7,2,1,2,2,2,3,2,2,3,3,2,7,2,-4,1,1,1,1,0,10,5,4,1,1,5,2,3,7,7,1,3,4,5,1,2,3,2,2,2,2,2,2,3,3,2,1949,68,6,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,3,2,5,3,3,2,3,2,4,4,2,-4,-3,7,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720736,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,41,19.01,19.43,20170516,-4,-4,-4,128,"en",0.67475348,125231.12481,0.385208,"-4","-4",840005,3,1,1,1,1,2,2,4,2,2,8,9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,2,1,2,-4,3,-4,1,3,1,2,1,4,1,2,1,3,3,3,2,3,4,3,3,2,3,2,1,2,0,2,1,1,1,2,2,2,8,7,4,3,5,3,1,3,2,1,3,2,2,-4,2,3,3,2,2,2,5,3,3,3,3,840001,-4,3,1,8,4,3,8,10,1,4,4,7,1,1,2,1,1,1,4,3,2,3,0,7,6,-4,2,1,1,1,1,3,1,3,3,3,10,7,10,7,10,8,9,4,9,1,1,3,2,2,2,2,2,3,4,4,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,2,5,3,-3,-3,4,2,4,2,1,-3,2,-4,1,3,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720737,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,12.4,13.31,20170502,-4,-4,-4,128,"en",1.961659394,125231.12481,0.385208,"-4","-4",840017,4,2,1,1,2,2,2,1,1,1,9,9,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,-2,1,0,0,1,0,1,0,1,3,2,-4,2,-4,4,3,2,2,2,5,1,2,1,3,2,2,2,3,3,2,2,2,1,2,4,3,1,3,1,2,1,1,2,2,9,7,2,6,5,1,2,3,3,2,3,3,3,-4,2,3,3,3,3,2,7,4,4,4,-2,840001,-4,2,2,10,2,1,10,10,1,7,10,9,1,1,1,3,3,4,3,2,3,4,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,2,2,1,2,1,1,4,1,2,3,1,2,2,2,1,1,3,4,1,1951,66,6,3,1,840,"US",-2,840,"US",-2,840,"US",1,1,2,2,7,3,4,2,3,2,2,1,2,2,3,-4,1,8,-4,3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720738,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,41,22.25,23.07,20170506,-4,-4,-4,128,"en",0.26639967,125231.12481,0.385208,"-4","-4",840025,3,1,1,2,2,3,2,1,2,1,7,7,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,-4,3,-4,1,3,2,2,3,4,1,1,1,2,2,2,2,4,4,3,2,1,3,4,2,3,0,1,2,2,1,2,2,2,4,2,2,7,1,2,2,2,3,2,3,2,2,-4,4,3,2,1,2,2,2,4,2,4,1,840002,-4,4,1,10,5,1,9,9,3,7,8,7,1,1,1,3,1,4,2,1,2,4,1,2,4,-4,1,1,1,0,0,8,2,4,1,3,9,3,6,3,7,2,6,3,1,1,2,5,2,2,1,3,2,2,4,4,1,1982,35,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,6,3,6,3,5,3,8,3,1,1,3,-4,1,1,-4,3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720739,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,220,13.15,16.56,20170502,-4,-4,-4,128,"en",0.652713481,125231.12481,0.385208,"-4","-4",840041,4,2,1,2,1,2,1,1,2,2,8,10,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2,3,-4,1,-4,5,4,3,2,2,2,1,2,1,3,3,3,3,3,3,3,3,2,1,1,4,2,1,2,1,2,2,3,3,3,10,10,1,1,1,2,1,3,3,1,3,2,3,-4,2,3,2,4,2,2,7,4,4,2,1,840004,-4,3,9,10,2,9,9,3,2,8,10,10,2,1,2,3,2,3,3,3,2,3,8,2,3,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,6,1,1,2,2,9,1,1,3,3,4,1,1,1,2,4,1,2,1974,43,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,5,3,4,2,6,3,3,2,1,1,2,-4,3,10,-4,6,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720740,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,57,12.08,13.06,20170501,-4,-4,-4,128,"en",0.608896612,125231.12481,0.385208,"-4","-4",840006,3,1,1,1,1,2,1,1,2,1,8,10,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1,3,-4,1,-4,2,1,3,2,2,3,1,2,2,3,2,2,1,3,3,3,3,1,2,2,1,2,1,1,2,2,1,2,3,3,7,5,2,4,1,2,2,4,3,2,4,3,3,-4,3,4,3,2,3,3,5,3,2,3,1,840004,-4,3,3,10,3,8,5,10,1,3,8,5,2,1,2,1,1,2,4,3,1,2,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,8,2,1,3,1,1,3,3,3,1,1,3,2,3,1,2,2,2,4,3,1,1984,33,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,8,3,6,3,6,3,6,3,3,1,2,-4,1,2,-4,2,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720741,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,22.39,23.29,20170502,-4,-4,-4,128,"en",0.968455374,125231.12481,0.385208,"-4","-4",840046,-5,1,1,1,1,2,4,2,1,1,9,10,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,2,-4,1,-4,4,5,5,4,2,2,1,2,1,2,2,2,2,4,4,4,4,2,1,1,4,2,1,3,1,1,1,2,2,3,7,5,4,1,1,2,2,3,3,2,3,2,3,-4,3,4,2,3,2,3,2,4,1,3,1,840001,-4,4,4,10,6,6,7,10,8,9,10,8,2,2,2,4,2,3,2,3,4,3,4,8,7,-4,1,1,1,-2,1,10,1,1,1,1,-2,1,5,5,5,1,5,1,5,1,1,3,2,3,2,2,1,2,2,3,1,1951,66,6,3,1,840,"US",1,840,"US",0,616,"PL",1,1,2,2,6,3,7,3,3,2,2,1,4,1,1,-4,-3,4,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720742,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,132,11.07,13.2,20170428,-4,-4,-4,128,"en",0.537299118,125231.12481,0.385208,"-4","-4",840036,-5,2,1,3,1,3,2,1,1,2,9,9,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,2,2,-4,1,-4,5,5,4,2,3,3,1,3,2,4,2,2,1,4,4,2,4,2,1,1,2,2,0,2,2,2,1,2,2,3,7,8,1,1,1,1,1,4,4,2,4,3,3,-4,3,4,2,3,2,3,6,3,3,4,1,840004,-4,1,1,10,1,1,10,10,1,10,10,6,2,1,2,2,4,3,4,2,1,3,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,5,5,1,1,1,10,1,2,3,3,4,2,2,2,3,4,3,1,1984,33,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,5,6,3,6,3,6,3,7,3,1,5,2,-4,-2,1,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720743,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,15.42,20.12,20170428,-4,-4,-4,128,"en",0.69985841,125231.12481,0.385208,"-4","-4",840010,-5,1,1,1,1,3,1,2,1,2,9,7,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,-4,1,-4,1,3,3,2,1,2,1,2,1,2,2,2,2,3,3,3,3,1,3,1,2,2,0,2,1,3,1,3,2,2,10,10,1,1,1,2,1,3,2,1,2,1,3,-4,1,2,2,3,1,2,6,4,4,4,1,840001,-4,1,1,10,1,1,5,10,1,10,10,8,2,1,1,4,3,4,4,2,4,4,2,6,3,-4,1,1,1,1,1,10,1,1,1,1,10,1,5,10,5,1,4,1,10,1,1,2,1,1,2,2,1,1,1,1,2,1971,46,4,2,1,840,"US",1,840,"US",0,250,"FR",1,1,2,3,5,3,7,3,3,2,3,2,1,1,3,-4,8,6,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720744,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,59,16.21,17.21,20170501,-4,-4,-4,128,"en",0.344590786,125231.12481,0.385208,"-4","-4",840033,4,1,1,1,1,2,2,4,2,2,9,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,2,-4,2,-4,1,4,3,2,3,3,2,2,2,3,-2,-2,2,4,4,4,4,1,3,2,4,3,0,2,2,2,3,2,2,2,4,4,3,6,1,4,2,2,3,2,3,2,2,-4,3,3,2,2,2,2,6,4,3,4,1,840002,-4,5,1,10,4,1,10,10,1,3,8,8,1,1,1,3,3,4,2,1,3,4,0,8,8,-4,3,0,0,0,0,1,2,2,2,2,10,6,9,9,8,5,9,2,2,1,3,4,2,3,2,3,2,2,4,4,2,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,8,3,3,2,4,2,1,1,2,-4,1,5,-4,1,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720745,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,23,13.36,14,20170501,-4,-4,-4,128,"en",0.510464844,125231.12481,0.385208,"-4","-4",840032,-5,2,1,1,1,3,2,4,1,2,9,10,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,-4,2,-4,3,5,3,2,2,4,1,1,1,2,2,2,2,3,4,4,3,1,2,1,4,2,1,1,1,2,3,3,3,3,8,10,1,1,2,4,2,3,3,2,3,3,3,-4,2,3,2,2,2,1,6,3,1,3,2,840001,-4,4,1,10,3,5,8,10,1,2,10,9,2,1,1,3,2,3,4,2,3,3,1,6,6,-4,2,0,0,0,0,2,2,3,8,2,5,7,5,5,5,2,8,2,8,1,1,1,2,4,1,2,2,2,3,2,1,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,6,3,7,3,5,3,4,2,1,1,2,-4,1,8,-4,3,6,-4
